genes	geneNames	C20_1	C20_2	C20_3	G20_1	G20_2	G20_3	GA20_1	GA20_2	GA20_3	L20_1	L20_2	L20_3	L20_4	L20_5	L20_6	L20_7	L20_8	X20_1	X20_2	X20_3
CIC11T00000000405	 augustus_masked-chr6-processed-gene-6.45	7.138662184	7.44678535	8.424038201	6.25177408	6.233195425	6.328886098	8.028533106	8.147510705	8.244889975	7.317142445	6.959144403	7.020334022	7.023648436	7.244063503	6.677310282	6.936803689	7.246999622	6.86475609	6.330289532	6.691221173
CIC11T00000003483	 KLLA0A06820g	5.326874823	5.623685403	6.250806133	5.13871027	5.540839658	5.158859432	6.608789571	6.853602989	6.816710932	4.95770505	5.242809309	5.082738956	4.787184731	4.725772554	5.021247605	5.433413533	5.221598186	5.656770057	5.251221782	5.647805548
CIC11T00000003863	 CLA4	7.696916542	7.760968591	7.243250175	6.354874878	6.93180442	6.60106868	6.736742239	6.976308333	7.007833631	7.41641826	7.55145319	7.492561633	7.166812573	7.271426292	7.319301878	7.678024911	7.912420274	6.205731282	6.317593226	6.36148415
CIC11T00000005852	 WOR1	11.04139393	11.04203316	9.712016558	9.624803252	10.04965175	10.12147875	10.19674086	10.74561552	10.66332055	10.49425565	10.61085175	10.74193476	10.95331039	10.59850112	10.88203368	10.81651097	10.80253849	10.98642003	11.0134441	10.96734441
CIC11T00000003550	 snap_masked-chr6-processed-gene-6.113	-0.265856773	-0.447032347	-0.224345046	-0.239406063	-0.327132955	0.004057699	-0.028612299	0.24363796	0.133124769	-0.088589376	-0.068446103	0.026722988	0.237183116	-0.087146298	-0.100240126	-0.204901315	0.345620158	-0.284594964	-0.33855345	-0.44066954
CIC11T00000005085	 COS111	7.25147637	7.775248986	7.611926558	6.480564017	3.91143999	6.780893899	5.629421608	5.996449212	6.026758655	7.939108783	7.888689275	7.93335066	7.701850612	7.776328032	7.880256191	7.765421363	7.745073345	5.252458255	4.453937871	4.831750004
CIC11T00000005930	 TFA2	7.650538569	7.532318104	7.880762256	7.806846465	7.035895153	6.968817967	8.497876694	7.416951186	7.484253532	7.629506914	8.710375518	8.773344484	8.677215131	7.474485386	8.684535538	8.709050909	8.524468667	7.318529688	7.017190506	7.309934516
CIC11T00000005211	 NTF2	9.968365855	9.750414876	10.05925492	10.67720269	10.39635945	9.89347101	10.15279898	9.558487579	9.750790783	9.244096831	9.281874386	9.384632979	9.03156008	9.165619648	9.256981737	9.259333882	9.322236331	9.875426255	10.33973173	10.09363733
CIC11T00000000155	 AIM21	8.102666785	8.233206649	7.765027461	7.045760396	7.147379446	6.780893899	8.146177472	7.974183883	8.172374248	7.323886771	7.476609819	7.355141635	7.066606073	7.35174668	7.286844453	7.493041915	7.429934556	7.617738107	7.671849931	7.318909874
CIC11T00000004940	 CWC21	4.058081517	4.145128997	4.310111833	3.588421068	3.353358128	3.131538719	3.909082853	3.962570337	4.200411358	3.046062504	4.025142604	3.90535938	3.797613427	3.094172375	3.493337024	3.786887993	3.737189448	3.066434976	3.918754762	3.196276964
CIC11T00000000788	 PXYLP1	1.242445455	1.179021355	1.220297619	1.301344909	1.268628552	1.603850357	2.877151648	2.773019052	2.842669459	1.888978559	1.798394251	1.524748824	1.794069647	1.92352225	1.608664621	1.761320716	1.877853443	2.368193864	2.504009113	2.3180001
CIC11T00000001157	 augustus_masked-chr6-processed-gene-6.52	2.311465929	2.435931942	2.415434409	1.916011308	1.886092649	1.329363115	1.984052184	2.163051888	2.107535236	1.984191163	2.064809032	1.949365429	1.794069647	1.914503955	1.931811212	2.552865629	1.843223578	1.613295133	1.58795469	1.839511834
CIC11T00000002553	 YMR253c	6.513671239	6.462339064	6.663475438	5.927343978	5.423368043	6.508430368	7.806578024	8.161001963	8.179449946	7.5956052	6.706537485	7.037745181	6.671167682	7.514521061	6.787650886	6.836553213	6.710488741	6.529985472	5.638228304	6.22127668
CIC11T00000001983	 augustus_masked-chr6-processed-gene-6.53	8.136866278	7.914972382	7.981226763	7.264902408	6.733728345	6.67047225	9.203444325	8.747255885	8.754721742	7.788452492	8.368246871	8.510203234	8.250242798	7.622960222	8.234619427	8.243198153	8.168322707	7.563076457	8.076754163	7.436980418
CIC11T00000002371	 CAWG_04269	1.546249597	1.487903703	2.021329573	1.857803971	0.76717667	1.988540553	2.69106516	2.245947499	2.353779966	3.428708648	3.188171646	2.839482096	3.095817382	3.271305186	2.970302102	2.9896909	3.322671447	2.447765522	1.297520614	2.702170501
CIC11T00000003227	 YML096w	5.770667995	6.025201134	6.201289746	6.280289124	6.444930438	6.26388873	6.468370874	6.502501698	6.569660503	5.617257176	5.212606619	5.479604309	5.491804802	5.592537534	5.31723572	5.414332455	5.754368945	5.846111903	5.830967531	5.943678443
CIC11T00000003199	 LRRC49	0.525563874	0.665598161	1.341524467	1.181721107	1.060573169	1.635199892	12.237745	12.07007985	12.24695958	3.967340894	3.471097122	3.19172951	2.717152918	3.578009209	3.089440854	2.505796019	2.556830422	0.905445808	1.826446872	0.557906963
CIC11T00000002262	 augustus_masked-chr6-processed-gene-6.56	-0.472428888	-0.343122066	-0.351656241	-0.043039376	-0.222415426	0.004057699	0.859254221	1.151088662	1.016951075	0.748839383	0.296779638	0.1156248	0.474212179	0.578572961	0.218032705	-0.326788265	0.345620158	-0.456127506	-0.547488381	-0.349309777
CIC11T00000001407	 augustus_masked-chr6-processed-gene-6.57	5.402454189	5.677564817	6.109806911	4.138035422	4.278839834	4.063776582	6.39676504	6.517140364	6.217089557	5.534778194	5.046183765	5.254592527	4.708882749	5.51466072	5.05325048	5.395126017	5.08460694	4.928303765	4.674526035	5.293981516
CIC11T00000004953	 GAM1	2.131511418	2.189905478	2.736012682	1.838157088	1.90251048	1.894350546	3.420975351	3.948678135	4.036775034	2.806067467	2.718713171	2.767951138	2.753421867	2.737123886	2.783216685	2.207909848	2.077934562	2.272788889	1.893235263	1.949325443
CIC11T00000004321	 snap_masked-chr6-processed-gene-6.102	3.747266548	3.81163911	4.310111833	2.695821274	2.184200942	2.272270934	3.555816618	3.412658234	3.466530883	2.857514928	3.418181917	3.392613985	2.68047835	2.744097864	2.867670769	2.906824415	2.998376271	2.394937569	2.960956157	2.447362054
CIC11T00000001312	 augustus_masked-chr6-processed-gene-6.73	5.3349226	5.493884082	5.473676348	7.525030922	6.658392575	6.993809583	6.146471162	5.902728395	5.749372297	6.930818914	7.184063147	7.574234946	7.86694864	7.172739079	7.74510596	7.413099111	7.286952212	6.233017079	6.272674654	5.981360108
CIC11T00000001623	 DIA2	3.72723465	4.243351545	4.72622034	4.167063933	4.16642831	4.174860248	3.632630344	3.913684295	3.991260222	4.306542081	3.624933342	3.84059814	3.579840457	4.260496599	3.853207906	3.483542563	3.889342151	3.84671361	3.429335041	3.934524653
CIC11T00000005788	 Slc39a9	3.469538452	3.4400155	4.054306614	2.493984914	2.905313732	2.461605313	2.373770535	2.416629163	2.978852797	2.490626248	2.456282492	2.504529125	2.49064699	2.616236133	2.014412026	1.761320716	2.472323119	2.258923511	2.979868772	2.86839849
CIC11T00000005122	 TGL4	6.497858908	6.771794247	6.625427861	5.697513576	5.767128757	5.602702722	5.881721008	6.124544104	6.099294989	6.787752387	6.370315038	6.339438432	6.046100607	6.544349965	6.168387093	6.295611998	6.385566364	5.519818987	5.781101413	5.751280817
CIC11T00000005757	 TRZ1	7.419001352	7.49348863	7.286325343	8.509834881	8.819365359	8.657156866	7.280248665	7.503520855	7.434339008	7.046300763	6.406926912	6.247048798	6.071121427	7.01868887	6.287912307	6.391603969	6.660266209	7.785130054	7.990494352	7.920723451
CIC11T00000004973	 EST3	2.352368732	2.728204701	3.083510698	2.412877165	1.610856871	1.836439789	2.15528375	2.416629163	2.142262193	2.386148073	2.858229836	2.281368086	2.753421867	2.157692203	2.224621964	2.207909848	2.32635326	1.345698776	1.543884756	1.372852179
CIC11T00000004733	 augustus_masked-chr6-processed-gene-6.62	0.669444825	0.291265639	0.796689154	1.95422122	1.038970356	2.25526413	0.534122688	0.890754278	0.721493225	2.216529977	2.131309223	2.465090636	2.371156965	2.107141037	1.931811212	2.155437634	1.589332461	0.948175057	0.597932201	0.80282727
CIC11T00000005826	 RML2	9.772293011	9.691197531	9.402339857	10.00747844	10.35409561	10.01599059	8.982485202	9.144887728	9.160781892	9.633148661	9.916265653	9.908869547	9.953588376	9.721493586	9.971571379	10.11538129	9.99334956	9.899360872	10.36179182	10.14698589
CIC11T00000001167	 ATP5	12.29918671	12.09321908	12.22449601	12.72045253	12.33463197	12.11315503	12.13982094	11.44703302	11.66644496	11.60508543	12.32926355	12.31629964	12.2288251	11.6293203	12.26616361	12.25747078	12.40111707	12.30608789	12.56983495	12.37242405
CIC11T00000000114	 TED1	7.572342568	7.558440468	7.901205002	7.69321043	7.297727096	7.414753764	7.150426502	6.866396965	6.885240092	7.216056905	7.443815296	7.400560673	7.309972877	7.292501816	7.414187033	7.686103982	7.529383036	7.644609895	7.457533299	7.361102724
CIC11T00000003920	 DOT5	9.001264291	9.081630067	8.63325357	8.596740987	8.230524301	8.619426694	9.481096073	9.715624715	9.3491106	9.545740139	9.838251082	9.903235576	9.644803649	9.489599828	9.459236752	9.724234714	9.684943245	9.529941764	8.896942559	9.363271881
CIC11T00000002482	 augustus_masked-chr6-processed-gene-6.65	5.536758006	5.393548249	5.313819906	4.157416879	4.579819193	4.263812609	6.253879585	6.031664539	5.879212191	5.738728467	5.717932372	5.759457849	5.712614878	5.50294258	5.621484852	5.857051363	5.82440772	4.897612932	4.912093916	5.274875822
CIC11T00000004223	 srp1	9.231047217	9.199809268	8.669490638	9.484164893	9.719208829	9.465528201	8.799893891	8.787827775	9.00752444	8.957304278	9.380420118	9.479675812	9.270048798	8.836442928	9.255076385	9.192343317	9.105021113	9.249390003	9.758782507	9.487057829
CIC11T00000005199	 MET3	12.88498383	12.75606125	13.01648259	14.0452446	14.06746249	13.81103403	12.79646287	12.60410232	12.72761312	11.72759176	11.60788289	11.61332657	11.61420705	11.65507726	11.51627261	11.74921191	11.71175313	13.80206115	14.03485755	13.82110979
CIC11T00000002162	 DOR14	13.63483704	13.5872545	13.73366739	14.44306492	14.39833867	14.08658944	13.63400648	13.16632571	13.31073303	12.83518946	13.24033711	13.22645273	13.20277683	12.83251001	13.19419583	13.3243839	13.34126002	14.24019061	14.42840862	14.02115725
CIC11T00000004780	 ERG5	12.29427007	12.16298513	11.50169041	12.4355148	12.83480839	12.52461946	11.06411641	11.00792247	11.07525847	11.31799061	11.37324896	11.39340036	11.52910342	11.33882246	11.51378498	11.55778391	11.59775273	12.4435762	12.56674447	12.34753664
CIC11T00000001664	 NOC3	6.806660926	6.985622885	7.196011885	8.678463627	8.595052905	8.754829233	7.413785962	7.664201017	7.412910369	7.42289611	6.703587057	6.619236967	7.100453717	7.439435599	7.031519541	7.254603767	6.986504361	7.94732503	7.695960859	7.716891368
CIC11T00000004346	 augustus_masked-chr6-processed-gene-7.47	8.971256823	8.777091691	9.111901208	9.457316538	9.276417185	8.733146045	8.763336768	8.358252211	8.461607391	8.10172452	7.818205099	7.903149624	7.998102264	8.133039948	7.710075316	8.016691698	7.881661889	9.026960673	9.607478565	9.309975506
CIC11T00000000310	 CFT2	7.459157283	7.707858723	8.181173618	7.548144891	8.014886908	7.900965163	7.4420545	7.737089167	7.779014675	6.856231044	6.31614456	6.546782826	6.730129688	7.118682228	6.958114674	7.022725123	7.129188022	8.129882424	7.613354497	7.810074686
CIC11T00000002623	 DNF1	9.743192215	9.827013391	10.03845708	9.652543147	9.841319028	10.21313684	9.522537012	9.950072028	9.961045205	10.15068814	9.248512421	9.233383181	9.166142195	10.13621321	9.253169154	9.200345507	9.228420487	9.925165706	9.561741066	9.852208262
CIC11T00000004058	 EGD2	12.05453531	11.93908003	12.15364516	12.80759399	12.59719054	12.25059046	11.70870281	11.2759768	11.39904522	11.36049228	11.75878008	11.77116054	11.67483528	11.33614237	11.66800653	11.60446508	11.63628391	12.42411834	12.72335397	12.41721651
CIC11T00000004783	 LnP	6.764047971	6.767045698	6.612621063	7.122094555	6.253521242	7.469654795	6.468370874	6.589134761	6.489339063	8.02269126	8.013200769	7.810132472	8.077848843	7.973983136	7.721809667	7.570439851	7.668869054	6.550711719	6.595236325	6.99147852
CIC11T00000005868	 augustus_masked-chr6-processed-gene-7.45	6.222334936	6.151076898	6.216240519	6.536946932	6.51558407	6.476087939	6.426836636	6.50543595	6.480888288	6.088945466	6.62567733	6.546782826	6.453644025	6.538314787	6.764808841	6.767478125	6.731718912	6.752594071	6.109274738	6.460430258
CIC11T00000001993	 MBP1	8.527871906	8.482914108	8.337652978	8.401448735	8.53262856	8.575589378	7.358330014	7.558278801	7.486153055	8.630289767	8.083126346	8.047511959	7.968938444	8.48369341	8.184064335	7.819404396	8.24884194	8.398780936	8.315985916	8.436256541
CIC11T00000000828	 SPCC1529.01	1.032152852	0.900903736	0.796689154	2.525865345	1.288677656	2.817124201	1.5820422	1.794260563	1.697723925	2.722044953	2.685658663	3.045269242	2.894634377	2.959828361	2.867670769	2.552865629	2.949385931	1.561608756	0.867969265	1.531251398
CIC11T00000005712	 augustus_masked-chr6-processed-gene-7.52	4.070154441	4.103794735	4.375631344	2.997726416	3.615335666	3.138057198	3.594448116	3.89250495	4.004330103	3.224585927	3.149859985	3.143611876	3.095817382	3.150147228	3.561776711	2.906824415	3.409842405	3.503423385	3.89022689	3.586076175
CIC11T00000005447	 NDE1	12.09282346	12.10307486	12.16552615	12.73457401	12.97064631	12.8349389	11.41459304	11.48148928	11.52511858	11.96065025	11.45961135	11.42866156	11.60006793	11.98595365	11.59770818	11.69123502	11.73666682	12.52193556	12.48312274	12.51859254
CIC11T00000003825	 augustus_masked-chr6-processed-gene-7.74	5.852373267	5.758245194	6.166079226	0.900892677	0.519915755	1.363628654	5.34388316	5.957185008	5.570358236	4.989614276	5.099183482	5.117904341	4.86357767	5.170702247	5.297737949	5.216389118	5.147650272	2.499740345	2.460115579	2.691496869
CIC11T00000004303	 CTF8	3.344030065	3.54753421	3.697375107	3.864291826	4.083654222	3.253284655	3.355568779	3.201066064	3.177472606	2.722044953	3.254185186	2.767951138	3.063113621	2.673681624	2.825713432	2.552865629	2.874523881	3.297133509	4.21696473	4.042828393
CIC11T00000002997	 YDL057w	6.339921059	6.336560531	6.621165901	5.17386185	5.27816353	5.599718155	6.786728913	6.683972616	6.868278533	6.570732616	6.016158137	6.126909316	6.071121427	6.082404897	5.982455087	6.062391266	6.236727847	5.877201039	5.706594184	5.751280817
CIC11T00000003648	 SNF8	3.693572419	3.637958784	4.252864285	2.493984914	2.387159291	2.20369054	4.602710984	4.426490514	4.476550668	3.197018756	3.723624705	3.638199357	3.316267307	2.893907937	3.279095954	3.553417683	3.658362243	2.381593615	3.190041328	2.908681575
CIC11T00000001428	 DEG1	5.449203204	5.670439475	5.313819906	7.035170046	6.959775066	7.361662594	6.176190598	6.335885027	6.22020305	6.059876464	6.309295147	6.2587734	6.749489602	6.466862022	6.798996559	6.471206733	6.409583448	6.335737225	6.572221824	6.262090878
CIC11T00000001306	 SPB4	4.967659331	5.092103757	5.655779762	6.70721667	6.257568011	7.135432943	6.672190896	6.77017941	6.707788983	6.459797018	6.146730661	6.052186833	6.559478962	7.043646839	6.294780215	6.267539127	6.36132994	6.06501739	5.625991644	5.643587165
CIC11T00000001063	 Nae1	5.80158692	5.840042967	6.676035506	5.460145824	5.713453134	5.392379449	6.266612363	5.999991109	6.105794667	5.17932311	5.277662826	5.065001934	5.134288782	5.392249416	5.147281635	5.257050745	5.293758131	5.925364845	5.849913013	5.540435771
CIC11T00000000224	 TRY3	6.189891196	6.430098511	6.552012949	7.788715298	7.313884457	7.531942047	6.285598827	6.534599914	6.326960429	5.791534892	5.785162213	5.637633286	5.782571419	6.167063753	6.274123382	5.433413533	5.940539003	6.978059314	6.854022115	6.716912332
CIC11T00000005234	 GET3	8.817088248	8.790114384	8.178920925	9.07906937	8.988754424	8.593592428	8.628255178	8.321020543	8.148148957	8.074045181	8.747780364	8.675027894	8.685699482	8.303196117	8.824169993	8.793984591	8.762597608	8.791188272	9.115478389	8.55088417
CIC11T00000005827	 YDL085C-A	5.061550522	5.052749447	4.872151318	6.139579597	5.648679435	4.751046246	4.680400081	4.842021751	5.032556087	4.377999121	5.726424124	5.67400963	5.55236763	4.423245771	5.459488668	5.581710261	5.863658308	5.094718177	6.140036335	5.681329694
CIC11T00000004766	 YDL086w	6.780703363	6.867260227	7.130440101	6.642084726	6.289724099	5.641221563	7.385187385	6.540394087	6.748855827	5.925117309	7.403871835	7.411785347	7.247360883	5.889477104	7.535235747	7.475501928	7.610076761	6.427442563	6.73736667	6.165877703
CIC11T00000001325	 TIF34	11.07621197	11.05523252	11.23322186	11.83324034	11.67969181	11.4019374	11.24017261	10.88974919	11.02081884	10.85409211	11.2687021	11.34345684	11.23232383	10.85316963	11.30978499	11.26674615	11.29882049	11.21740574	11.50175444	11.11714559
CIC11T00000002708	 YOX1	9.632274226	9.674186464	8.301692513	7.15604085	8.648198384	7.293253126	8.57265934	8.929012913	9.067671286	8.666799421	8.700285738	8.644819453	8.824850243	8.515752514	8.593896579	8.739428361	8.671812407	8.04135981	9.108760838	8.416775612
CIC11T00000000460	 PPN1	8.727147762	8.919715781	8.788173058	8.706155481	8.521512949	8.372798951	9.158075592	8.813335152	8.685475113	8.33222149	8.753949189	8.86326762	8.668696087	8.178871776	8.411643256	8.667843288	8.753696328	8.340332547	8.953858267	8.199457704
CIC11T00000001939	 RPP0	14.30231252	14.20824808	13.73105363	15.02512224	14.97637969	14.68986571	14.13608554	13.97875779	14.047002	13.54056989	13.62428794	13.61603473	13.76249399	13.5913969	13.72184308	13.61351425	13.65051691	14.61216404	14.80906048	14.47070059
CIC11T00000004436	 augustus_masked-chr6-processed-gene-7.63	0.823119085	1.280721583	0.434003367	3.274619252	2.682252535	3.95889379	0.534122688	0.665208684	0.133124769	3.661339271	2.951484898	3.34731725	3.128207301	3.98542519	2.718425375	3.149523547	2.296343236	2.550891987	1.345247866	2.549465821
CIC11T00000005369	 MRPS16	7.050591124	6.694752072	7.081003889	7.915254432	7.863960456	6.87564748	7.046680322	6.653665517	6.561464368	6.456647796	6.907847155	7.172870337	6.681088061	6.300319917	7.167335203	7.054210148	6.88893276	7.009938973	8.103250484	7.447630708
CIC11T00000004737	 RRP12	8.561677449	8.776086517	8.8696353	10.90429246	10.39055539	10.87093345	9.22130005	9.189204801	9.060251915	9.586835042	9.565848068	9.548291927	9.852716116	9.713818092	9.651246893	9.599073344	9.63832905	9.685553734	9.221754894	9.236536441
CIC11T00000003581	 nuo-10.5	8.710554256	8.383532116	8.841740059	9.255355723	8.982398395	8.476589639	7.867861178	7.667898814	7.557255231	8.125870558	8.513975852	8.681444617	8.33168618	8.268804228	8.460091081	8.384342924	8.484284244	8.796500906	9.319931367	9.080775026
CIC11T00000002917	 LIGB	6.555378492	6.561908489	6.853580761	6.82125309	6.605748337	6.798208908	7.468014189	7.560211714	7.516345272	7.469882952	7.114651098	7.225751057	7.207411751	7.450706399	7.234965566	7.215788574	6.724661483	6.608561909	6.723770845	6.945115047
CIC11T00000005320	 augustus_masked-chr6-processed-gene-7.65	7.771200789	7.795725098	7.015985571	6.528350889	7.026880418	7.060428562	6.552379588	7.211913799	7.286447315	8.219949119	7.714271495	7.723155335	7.811096917	8.159195078	7.902043699	7.9383235	8.187758564	7.46913488	7.038980352	7.396081139
CIC11T00000000891	 YIL001w	5.721887457	5.612786449	5.966557574	5.650399394	5.885437508	6.099174254	5.124194021	5.446072526	5.412850896	5.795556198	5.49238606	5.540832237	5.640887635	5.803632201	5.595110545	5.722726522	5.911957434	5.554673455	5.521936862	5.531670427
CIC11T00000000626	 augustus_masked-chr6-processed-gene-7.67	10.26504361	10.16745676	9.033871288	9.66940706	9.939508915	9.940337399	8.664908523	8.945601134	8.861091128	10.30140157	10.20756755	10.11323221	10.31456758	10.20403237	10.2091974	10.53403831	10.54693043	9.514375834	9.950933966	9.742062948
CIC11T00000002193	 DBP7	4.963115628	5.074675956	5.108379418	8.532364148	6.790478776	8.753169362	6.82551958	6.735502991	6.536721226	8.032720891	7.607647847	7.765432416	7.734507759	8.156072435	7.941466189	7.741903036	7.837007623	7.119837314	5.448974939	6.341899648
CIC11T00000001221	 RPC37	6.242779321	5.863457779	5.838377414	7.172843188	6.884494896	6.646187156	5.946763273	5.617394671	5.738276725	6.353842162	6.888685501	6.867319865	7.125544214	6.526202683	7.152601839	7.012142524	6.921872833	5.907947155	6.657501082	6.217847372
CIC11T00000004763	 augustus_masked-chr6-processed-gene-7.86	5.760285756	5.744378045	6.599751203	2.209404413	3.0575751	1.635199892	8.316689493	7.667898814	8.321749099	4.595273276	5.227746196	5.540832237	4.901081882	4.2028639	4.681522188	4.50531919	4.900803346	4.046233275	5.625991644	4.140730793
CIC11T00000005784	 PAN2	8.668480827	8.901835539	8.077507216	8.002291251	8.489431069	8.459475133	8.17576095	8.266102718	8.38445001	8.840283698	8.282341532	8.278105869	8.495277422	8.528969643	8.431724246	8.287121421	8.300945613	8.281971145	8.242941412	8.436256541
CIC11T00000001996	 augustus_masked-chr6-processed-gene-7.69	10.84101777	10.84711955	10.97755954	10.91765737	11.16849424	10.78493732	10.1174353	10.19226568	10.14725969	10.20357637	10.38542622	10.31830516	10.53983167	10.12753693	10.36885612	10.36324944	10.39949537	10.50151567	10.80742708	10.70142678
CIC11T00000004307	 MRPL24	9.709255234	9.653176705	9.828079926	10.25471984	10.32771194	10.03459913	8.952159536	9.010614571	8.94550594	9.282100382	9.174030036	9.27192652	9.225272088	9.495560565	9.241686133	9.029393447	8.919274623	9.629375231	10.39432623	9.955822117
CIC11T00000003201	 YPL250W-A	3.418432317	3.575623239	2.133766705	3.885383657	3.507025082	4.318746821	3.540236046	3.517584248	3.268479253	3.479958969	4.65936438	4.676868492	4.767791228	4.089036201	4.978048346	4.656154098	4.790634993	2.314026427	2.805656978	2.680788318
CIC11T00000001257	 SCH9	9.347888632	9.355249004	8.012962205	8.763799885	9.365311954	9.183096884	7.981009842	8.322410834	8.281630561	9.780941867	9.703789081	9.778086268	9.660294745	9.612997982	9.719511082	9.824181224	9.878417034	8.891103594	9.013243589	8.870455497
CIC11T00000000716	 augustus_masked-chr6-processed-gene-7.71	8.130067582	8.21890108	8.126476607	7.516306018	8.014886908	7.283776146	7.252219365	7.198518206	7.280260626	7.355118856	7.430573131	7.434081532	7.271025999	7.097702021	7.206205209	7.440038597	7.461780155	7.292936758	7.580660891	7.496031779
CIC11T00000002194	 GPI13	7.46277529	7.608156092	7.030579181	8.03994647	8.456861064	8.778748186	6.310706308	6.780756187	6.733531915	7.846992949	7.074108839	7.011583371	7.04091913	7.736719556	7.142731261	6.881594006	7.07431129	7.959047092	7.736216146	8.018009817
CIC11T00000004324	 DUG3	7.167346637	6.85580597	7.401836622	6.545514943	6.750549298	6.233166736	7.505464531	7.251673914	7.187707483	6.708835785	7.02770648	6.768031498	6.661209349	6.489528144	6.787650886	6.881594006	6.556823234	7.877743392	7.634274719	7.857113626
CIC11T00000005569	 SAP190	10.60290563	10.6525451	10.76244085	10.92944497	10.96177801	11.21246128	10.38059258	10.68557601	10.63744607	11.14539325	10.71304644	10.76937921	10.62434253	11.04661711	10.57854327	10.7786391	10.68591888	10.88870676	10.58797861	10.84117238
CIC11T00000004335	 MRPL49	7.954633125	7.665163484	7.978767421	8.270568214	8.627101361	7.873868398	7.785790448	7.847527922	7.70909131	7.497228173	7.454795864	7.598553998	7.495967818	7.608517039	7.496979855	7.358315523	7.370452693	8.04699421	8.790508421	8.556129558
CIC11T00000001074	 BCK1	7.088713457	7.254462624	6.543239118	5.980640056	5.713453134	6.326591801	8.262235702	8.591309396	8.552824753	8.198347703	7.439409208	7.474436871	7.721498669	8.187105398	7.686431695	7.448952864	7.482781914	6.162288209	5.483538599	6.120015842
CIC11T00000000281	 augustus_masked-chr6-processed-gene-8.47	1.047660866	1.392959137	2.133766705	0.209165622	0.695221214	0.777142468	0.841093806	2.114689161	1.684420879	1.071430311	0.551472793	0.629164765	1.084581393	1.12662062	0.716489432	0.86136934	1.008386975	0.414879391	-0.013205378	0.449185781
CIC11T00000003440	 YPS3_5	4.833096806	4.638908681	5.101038065	0.438762554	0.190065582	0.721606576	4.271513976	4.26659574	4.465273588	5.787507825	5.422546463	5.659514759	5.151507386	5.774422687	5.31723572	5.563584147	6.070139665	0.883858208	1.081651333	0.974103759
CIC11T00000002339	 SFI1	6.954913047	7.067219887	7.679945416	6.566813416	6.969030796	6.792450139	6.970224879	7.38601647	7.253271908	7.220741998	6.548506087	6.493777151	6.700815997	7.092835502	6.486606095	6.790709353	6.88229356	6.771629771	6.820101824	6.887279557
CIC11T00000000484	 ALG12	7.809052144	7.989770817	8.46794909	7.885502591	8.070258189	8.224841324	7.45407022	7.66974557	7.568293447	7.639387598	7.234886671	7.434081532	7.023648436	7.62557695	7.191699711	7.054210148	7.275602671	7.516560342	7.334294719	7.336763341
CIC11T00000001507	 YNR029c	5.711324084	5.645359445	6.036464144	5.845430181	5.723288436	5.913195884	6.26343483	6.233913965	6.073140247	5.485926076	5.569555266	5.440670066	5.116971213	5.546642792	5.355849092	5.471205092	5.197151183	5.998191099	5.868730911	5.962583518
CIC11T00000000101	 TIM54	8.540329838	8.670899393	8.587058686	9.084780557	9.199264883	8.945575153	8.114691579	8.321020543	8.095974165	8.333680485	8.480563959	8.571843498	8.581543047	8.48459046	8.504713013	8.625805303	8.484284244	8.620776532	8.864615603	8.760631055
CIC11T00000002762	 SPAC1039.04	1.35643506	1.792827872	1.657482262	2.445565893	1.574661858	2.355969668	1.652775204	1.570363162	1.50604351	1.71865684	1.617544769	1.949365429	2.204561364	1.794825289	2.421765989	1.761320716	1.912102376	1.596162604	1.514149837	1.962784282
CIC11T00000001756	 GDHA	13.42252696	13.39342077	13.30047679	14.49027955	14.64282973	14.53939982	12.43451698	12.19855486	12.56502828	13.10449736	12.42019794	12.40983649	12.19024818	12.92080432	12.19953873	12.118513	12.1774785	14.37749351	14.74763185	14.52689947
CIC11T00000000781	 PRS1	9.561401442	9.417263061	8.493480943	10.16430057	10.32952456	10.09855956	9.988589342	9.981207232	10.03001704	9.333719805	9.701523055	9.75244547	9.623942913	9.399567824	9.703060427	9.913327705	9.714160319	9.761867085	10.05453142	9.623169256
CIC11T00000000124	 VIP1	9.523205916	9.691824516	10.04454971	9.167150089	9.608556936	9.550335543	9.56085463	9.936726983	9.828462017	9.545740139	8.900130634	8.93055742	8.848455875	9.519750993	8.97474821	8.91742501	8.888890543	9.772280049	9.576861265	9.633821543
CIC11T00000001340	 FAS1	13.80521709	13.73344852	13.56263406	13.90367938	14.35615533	14.19700786	12.97463522	13.15627614	13.24139985	14.07188846	13.26724573	13.2796133	13.38223946	14.11429972	13.32320159	13.34350482	13.32932911	13.89505315	13.98247079	13.84694756
CIC11T00000005774	 NUC1	7.361276866	7.301082256	7.466791533	8.37749815	7.878864417	8.359843563	6.658538541	6.767528436	6.544994877	8.673030214	9.134675015	9.055176813	9.215541019	8.897652367	9.251260041	9.346422308	9.102522108	7.376405504	7.533737549	7.464575118
CIC11T00000002267	 SPCC550.07	3.990859863	3.850437176	4.115172536	3.588421068	2.976450451	3.272110775	2.838838086	2.692601206	2.748668159	4.920054014	4.497918049	4.521966531	4.748277219	4.710547811	4.509492902	4.680612671	4.355603502	2.588732649	3.31183158	2.978024868
CIC11T00000001741	 OPT2_2	5.20345904	5.432548668	5.988256954	4.949039963	4.977341446	5.353633923	4.866651819	5.15206479	4.965835323	6.864327265	6.501089668	6.477665101	6.620991137	6.756532921	6.5120062	6.378101138	6.336870497	5.333650949	4.691306772	5.327122554
